id,naziv,adresa,pbroj,mesto,opstina,okrug,suprava,www,tel,fax,vrsta,odeljenja,gps
876,"Татомир Анђелић","Добрице Гајовића ББ",32210,Мрчајевци,Чачак,Моравички,Чачак,http://www.osmrcajevci.edu.rs,032800178,032800178,"Основна школа",18,"43.869229, 20.533090"
943,Прељина,"Драгана Бојовића 31",32212,Прељина,Чачак,Моравички,Чачак,http://osnovnaskolapreljina.org.rs/,032381005,032381005,"Основна школа",16,"43.9217643, 20.41918510000005"
945,"Ђенерал Марко Ђ. Катанић","32213 Бресница",32213,Бресница,Чачак,Моравички,Чачак,http://www.skolabresnica.edu.rs,032804107,032804555,"Основна школа",8,"43.87339184272187,20.589526891708374"
946,"22. децембар","Доња Трепча бб 32215 Горња Трепча",32215,"Доња Трепча",Чачак,Моравички,Чачак,http://www.os22decembar.edu.rs,032824410,032824410,"Основна школа",6,"43.916841795003016,20.472971498966217"
874,"Владислав Петковић Дис",Заблаће,32223,Заблаће,Чачак,Моравички,Чачак,http://www.skoladis-zablace.edu.rs,032814104,032813012,"Основна школа",15,"43.84074875121908,20.439634323120117"
944,"Бранислав Петровић","32224 Слатина",32224,Слатина,Чачак,Моравички,Чачак,http://os-branislavpetrovic.edu.rs,032826308,032826308,"Основна школа",16,"44.40042951858466,19.91769790649414"
867,"Академик Миленко Шушић","Пионирска 5",32230,Гуча,Лучани,Моравички,Чачак,http://www.osguca.edu.rs,032855599,032854141,"Основна школа",18,"43.76117633310127,20.249176025390625"
868,Горачићи,"32232 Горачићи",32232,Горачићи,Лучани,Моравички,Чачак,http://skolagoracici.edu.rs,032857720,032857720,"Основна школа",8,"43.810747313446996,20.21484375"
869,"Марко Пајић","32233 Вича",32233,Вича,Лучани,Моравички,Чачак,http://osmarkopajic.edu.rs,032864001,032864001,"Основна школа",6,"43.715534726205114,20.2972412109375"
870,"Вук Караџић",Каона,32234,Каона,Лучани,Моравички,Чачак,http://www.osvukkaradzickaona.com,032865003,032865003,"Основна школа",6,"43.69136656468172,20.418949127197266"
871,Котража,Котража,32235,Котража,Лучани,Моравички,Чачак,http://www.kotraza-dragacevo.org/,032856113,032856113,"Основна школа",8,"44.156110 20.683973"
872,"Милан Благојевић","4. децембар број 35",32240,Лучани,Лучани,Моравички,Чачак,http://www.oslucani.edu.rs,032817412,032818754,"Основна школа",18,"43.8604048257474,20.141496062278748"
859,"Милинко Кушић","13.септембар 54",32250,Ивањица,Ивањица,Моравички,Чачак,http://www.osmilinkokusic.edu.rs,032660780,032660780,"Основна школа",38,"43.58774131166966,20.225906521081924"
862,"Кирило Савић","Кирила Савића бб",32250,Ивањица,Ивањица,Моравички,Чачак,http://oskirilosavic@edu.rs,0325661209,0325661421,"Основна школа",33,"43.56540447290686,20.246429443359375"
861,"Сретен Лазаревић",Прилике,32252,Прилике,Ивањица,Моравички,Чачак,http://www.osprilike.znanje.info,0325462106,0325642181,"Основна школа",14,"43.6308414116667,20.151664316654205"
863,"Мићо Матовић",Катићи,32253,Катићи,Ивањица,Моравички,Чачак,http://www.osmicomatovic.nasaskola.rs,032873733,032873305,"Основна школа",7,"43.55103643145803,20.042495727539062"
860,"Проф. др. Недељко Кошанин","Девићи Вионица",32254,Девићи,Ивањица,Моравички,Чачак,http://www.osnedeljkokosanin.edu.rs,0325688009,0325688014,"Основна школа",6,"43.42153093169636,20.379220247268677"
858,"Вучић Величковић","Mеђуречје бб",32255,Међуречје,Ивањица,Моравички,Чачак,http://www.osvvelickovic.edu.rs,032638146,032638206,"Основна школа",7,"43.60625069174641,20.19012451171875"
864,"Милан Вучићевић Зверац",Братљево,32256,Братљево,Ивањица,Моравички,Чачак,http://www.osbratljevo.edu.rs,032681602,032681602,"Основна школа",5,"43.4509250075837,20.20660400390625"
865,"Светозар Марковић",Ковиље,32257,Ковиље,Ивањица,Моравички,Чачак,http://www.oskovilje.edu.rs,032682003,032682003,"Основна школа",3,"43415477 20148768"
866,"Мајор Илић",Кушићи,32258,Кушићи,Ивањица,Моравички,Чачак,http://www.osmajorilic.edu.rs,032761766,0325678206,"Основна школа",6,"43.468868 20.067902"
856,"Краљ Александар I","Хероја Дражевића 2",32300,"Горњи Милановац","Горњи Милановац",Моравички,Чачак,http://WWW.kraljaleksandargm.edu.rs,032711814,032711814,"Основна школа",37,"44.02238485630381,20.460147857666016"
852,"Десанка Максимовић","Милутина Тодоровића Жице",32300,"Горњи Милановац","Горњи Милановац",Моравички,Чачак,http://www.dmaksimovic.edu.rs,032727010,032720399,"Основна школа",23,"44.03815415195808,20.471980422735214"
854,"Момчило Настасијевић","Иве Лоле Рибара бр.3",32300,"Горњи Милановац","Горњи Милановац",Моравички,Чачак,http://www.osmomcilonastasijevic.org,032720393,032720393,"Основна школа",23,"44.02803179637482,20.463194847106934"
855,"Свети Сава","Бошка Бухе 17",32300,"Горњи Милановац","Горњи Милановац",Моравички,Чачак,http://www.ossvetisavagm.edu.rs,720510,720510,"Основна школа",21,"44.02341862599361,20.451436042785645"
857,"Таковски устанак",Таково,32304,Таково,"Горњи Милановац",Моравички,Чачак,http://www.ostakovo.rs,032736138,032736138,"Основна школа",7,"44.04454138106091,20.388430953025818"
853,"Иво Андрић","Прањани бб",32308,Прањани,"Горњи Милановац",Моравички,Чачак,http://www.skola_pranjani.com,032841521,032844220,"Основна школа",9,"44.011695, 20.206655"
851,"Арсеније Лома",Ломина1,32313,Рудник,"Горњи Милановац",Моравички,Чачак,http://arsenijeloma.rs/,032741509,032741214,"Основна школа",8,"44.141206406870126,20.499428942807754"
723,"Драгиша Михајловић","Радована Мићовића бб",34000,Крагујевац,Крагујевац,Шумадијски,Крагујевац,https://www.dragisamihailovic.edu.rs,034323422,034323422,"Основна школа",20,"44.006405, 20.871680"
709,"Радоје Домановић","Светозара Марковића 13",34000,Крагујевац,Крагујевац,Шумадијски,Крагујевац,http://radojedomanovickg.edu.rs,034332824,034332824,"Основна школа",34,"44.01377840973217,20.91550648212433"
710,"Милутин и Драгиња Тодоровић","Саве Немањића 2",34000,Крагујевац,Крагујевац,Шумадијски,Крагујевац,http://www.mdt.edu.rs,034304205,034304205,"Основна школа",36,"44.00869728093936,20.919867753982544"
711,"Станислав Сремчевић","Лазе Маринковића 54",34000,Крагујевац,Крагујевац,Шумадијски,Крагујевац,http://stanislavsremcevickg.rs,034300750,034300750,"Основна школа",43,"44.02837121279199,20.9014892578125"
712,"Ђура Јакшић","Кајмакчаланска 59",34000,Крагујевац,Крагујевац,Шумадијски,Крагујевац,http://www.osdjurajaksickg.edu.rs,034302136,034302136,"Основна школа",17,"44.00521701597265,20.930038690567017"
713,"Светозар Марковић","Кумановска 3",34000,Крагујевац,Крагујевац,Шумадијски,Крагујевац,http://svetozar.edu.rs,034301810,034301815,"Основна школа",40,"44.01162949646246,20.92174530029297"
714,"21. октобар","Милована Глишића 13",34000,Крагујевац,Крагујевац,Шумадијски,Крагујевац,http://os21oktobar.com,0346302785,0346370217,"Основна школа",27,"44.015502885248296,20.915350914001465"
715,"Јован Поповић","Краља Милана IV 14",34000,Крагујевац,Крагујевац,Шумадијски,Крагујевац,http://www.osjovanpopovickg.edu.rs,0346170603,0346170604,"Основна школа",16,"44.02029411773408,20.909353494644165"
716,"Мома Станојловић","Кнеза Михаила 40",34000,Крагујевац,Крагујевац,Шумадијски,Крагујевац,http://www.momakg.edu.rs,034304195,034304195,"Основна школа",30,"44.03626980953461,20.994873046875"
717,"Трећи крагујевачки батаљон","Јесењинова 17",34000,Крагујевац,Крагујевац,Шумадијски,Крагујевац,http://www.trecikb.edu.rs,034302160,034302161,"Основна школа",28,"44.00485431585716,20.89778780937195"
718,"Вук Стефановић Караџић","Чегарска 3",34000,Крагујевац,Крагујевац,Шумадијски,Крагујевац,https://www.os-vukstkaradzic.edu.rs,034335464,034302595,"Основна школа",40,"44.000069553566206,20.927866101264954"
719,"Мирко Јовановић","Незнаног јунака 8",34000,Крагујевац,Крагујевац,Шумадијски,Крагујевац,http://www.osmjovanovic.rs,034304200,034300333,"Основна школа",50,"44.03028425079298,20.90670883655548"
704,"Драгиша Луковић Шпанац","9. маја 110б",34000,Белошевац,Крагујевац,Шумадијски,Крагујевац,http://www.dragisalukovic.com,034203843,034203843,"Основна школа",23,"43.985358816505844,20.92651829123497"
720,"Свети Сава","Букурешка бб",34000,Крагујевац,Крагујевац,Шумадијски,Крагујевац,http://ossvetisavakg.edu.rs,034302780,034370112,"Основна школа",23,"44.03100162412454,20.8974552154541"
705,"Наталија Нана Недељковић","Октобарских жртава 146",34000,Грошница,Крагујевац,Шумадијски,Крагујевац,http://osnanakg.edu.rs,034329750,034313622,"Основна школа",9,"43.97109034774184,20.87550401687622"
708,"Доситеј Обрадовић","Партизанских курира бб",34108,Ердеч,Крагујевац,Шумадијски,Крагујевац,http://dositejobradovic1.edu.rs,034311985,034311985,"Основна школа",16,"43°58’17˝N  20°54’2˝E"
722,"Живадинка Дивац","Краља Милутина бб",34113,Крагујевац,Крагујевац,Шумадијски,Крагујевац,http://oszivadinkadivac.edu.rs/,034323421,034323421,"Основна школа",18,"44.001337, 20.880665"
721,"19. октобар","Др. Драгише Мишовића бб",34209,Маршић,Крагујевац,Шумадијски,Крагујевац,https://sites.google.com/site/os19oktobar/,0346350664,0346350664,"Основна школа",8,"44.02973657283475,20.972476601600647"
727,Карађорђе,"Карађорђева 102",34210,Рача,Рача,Шумадијски,Крагујевац,http://oskaradjordjeraca.edu.rs/,034751251,034751251,"Основна школа",20,"44.229410441664164,20.97515344619751"
726,"Светозар Марковић","Косовских јунака 10",34220,Лапово,Лапово,Шумадијски,Крагујевац,https://www.oslapovo.edu.rs,034850050,0346101050,"Основна школа",20,"44.182403999796,21.095058917999268"
700,"Свети Сава","Краља Милана Обреновића 6",34227,Баточина,Баточина,Шумадијски,Крагујевац,http://ossvetisavaba.edu.rs,0346842359,0346841402,"Основна школа",24,"44.15410292172601,21.081509578234545"
701,"Рада Шубакић",Гружа,34230,Гружа,Кнић,Шумадијски,Крагујевац,http://radasubakic.edu.rs,034515096,034515507,"Основна школа",10,"43.895665836490615,20.771970748901367"
707,"Милоје Симовић","Драгобраћа бб",34231,Драгобраћа,Крагујевац,Шумадијски,Крагујевац,http://www.osmsimovic.edu.rs/,034582100,034582100,"Основна школа",19,"43.992814500489914,20.928955078125"
702,"Вук Караџић","ОШ Вук Караџић",34240,Кнић,Кнић,Шумадијски,Крагујевац,http://osvukkaradzicknic.edu.rs/,034510118,034510975,"Основна школа",13,"43.927559,20.712798"
703,"Свети Сава","Топоница бб",34243,Топоница,Кнић,Шумадијски,Крагујевац,http://www.svetisavatoponica.edu.rs,034519107,034519107,"Основна школа",6,"43.98985047893068,20.661849975585938"
689,"Милан Илић Чича","Књаза Милоша 88",34300,Аранђеловац,Аранђеловац,Шумадијски,Крагујевац,http://www.osmilaniliccica.edu.rs,034711515,034701360,"Основна школа",41,"44.30419184085685,20.56887924671173"
690,"Милош Обреновић","Светогорска 7",34300,Аранђеловац,Аранђеловац,Шумадијски,Крагујевац,http://wwwosmilosobrenovic@edu.rs,034702096,034702095,"Основна школа",23,"44.299041595265834,20.570190846920013"
691,"Свети Сава","Хан Пијеска б.б.",34300,Аранђеловац,Аранђеловац,Шумадијски,Крагујевац,http://www.arsvetisava.edu.rs/,034726652,034726652,"Основна школа",16,"44.31806818865632,20.54770588874817"
692,"Светолик Ранковић","Милована Ристића 1",34300,Аранђеловац,Аранђеловац,Шумадијски,Крагујевац,https://www.svetolikrankovic.edu.rs,034711235,034711235,"Основна школа",23,"44.31486713150909,20.556256771087646"
693,"Илија Гарашанин","Јосифа Панчића 7",34300,Аранђеловац,Аранђеловац,Шумадијски,Крагујевац,https://www.osilijag.org,0346713062,0346711818,"Основна школа",18,"44.31204974969272,20.549765825271606"
698,"Љубомир Љуба Ненадовић","Раниловић 339",34302,Раниловић,Аранђеловац,Шумадијски,Крагујевац,http://www.ljubanenadovic.edu.rs,034748002,034748002,"Основна школа",8,"44.397041311926884,20.52217125892639"
696,"Душан Радоњић",Бања,34304,Бања,Аранђеловац,Шумадијски,Крагујевац,http://www.dusanradonjic.edu.rs,0346777014,0346777014,"Основна школа",10,"44.277639147444255,20.61986267566681"
694,"Славко Поповић","Даросава бб",34305,Даросава,Аранђеловац,Шумадијски,Крагујевац,,0346741105,0346741105,"Основна школа",12,"44.34300281878521,20.457229614257812"
697,"Веља Герасимовић",ВЕНЧАНИ,34306,Венчани,Аранђеловац,Шумадијски,Крагујевац,,0346798304,0346798304,"Основна школа",8,"44.38865427337761,20.475082397460938"
699,"Вук Караџић","Стојник бб",34307,Стојник,Аранђеловац,Шумадијски,Крагујевац,http://osstojnik.edu.rs,0346707231,0346707231,"Основна школа",8,"44.3741772883978,20.61756134033203"
695,"Први српски устанак","Oрашачки пут бб",34308,Орашац,Аранђеловац,Шумадијски,Крагујевац,http://www.prvisrpskiustanak.edu.rs,0346709505,0346709090,"Основна школа",8,"44.33286601008432,20.584819614887238"
732,Карађорђе,"Мије  Тодоровића 8",34310,Топола,Топола,Шумадијски,Крагујевац,http://www.oskaradjordjetopola.edu.rs/,034811003,034811003,"Основна школа",31,"44.255427, 20.677205"
728,"Сестре Радовић",Белосавци,34312,Белосавци,Топола,Шумадијски,Крагујевац,http://www.ossestreradovicbelosavci.edu.rs,0346883002,0346883002,"Основна школа",7,"44.33219834648983,20.68450927734375"
731,"Милан Благојевић","Наталинци бб",34313,Наталинци,Топола,Шумадијски,Крагујевац,http://osmilanblagojevic.edu.rs,034821191,034821191,"Основна школа",6,"44.25429819605193,20.80089569091797"
730,"Живко Томић","34314 Доња Шаторња",34314,"Доња Шаторња",Топола,Шумадијски,Крагујевац,"http://www.oszivkotomic.edu.rs ",034837125,034837269,"Основна школа",10,"44.19390143160059,20.604686737060547"
706,"Сретен Младеновић"," Десимировац бб",34321,Десимировац,Крагујевац,Шумадијски,Крагујевац,http://www.ossretenmladenovic.edu.rs/,034561539,034561063,"Основна школа",11,"44.08561218844469,20.885009765625"
725,"Прота Стеван Поповић",Чумић,34322,Чумић,Крагујевац,Шумадијски,Крагујевац,http://oscumic.edu.rs,034576009,034576009,"Основна школа",10,"44.13910215406817,20.782699584960938"
724,"Јулијана Ћатић","Жике Пинтера 44",34323,Страгари,Крагујевац,Шумадијски,Крагујевац,http://osjulijanacatic.nasaskola.rs,034522101,034522101,"Основна школа",7,"44.131710111843084,20.626487731933594"
729,"Милутин Јеленић","34324 Горња Трнава",34324,"Горња Трнава",Топола,Шумадијски,Крагујевац,https://www.osmjelenic.edu.rs,034832001,034832001,"Основна школа",6,"44.18434668084863,20.765479803085327"
741,"Рада Миљковић","Кнеза Лазара бб",35000,Јагодина,Јагодина,Поморавски,Јагодина,http://osradamiljkovic.nasaskola.rs/,035243516,035240950,"Основна школа",28,"43.98389111264011,21.252708435058594"
742,"Бошко Ђуричић","Милана Мијалковића 15",35000,Јагодина,Јагодина,Поморавски,Јагодина,http://osboskodjuricic.nasaskola.rs/,035245503,035245503,"Основна школа",28,"43.97644878416992,21.255605220794678"
743,"17. октобар","Теслина 1",35000,Јагодина,Јагодина,Поморавски,Јагодина,http://www.os17oktobar.rs,035245138,0358100438,"Основна школа",39,"43.97874566037576,21.261452436447144"
744,"Горан Остојић","Зеленгора бб",35000,Јагодина,Јагодина,Поморавски,Јагодина,http://www.osgoranostojic.nasaskola.rs,035223214,035223214,"Основна школа",22,"43.971204, 21.260182"
745,"Милан Мијалковић","Милунке Савић бр.1",35000,Јагодина,Јагодина,Поморавски,Јагодина,http://www.osmilanmijalkovicjagodina.nasaskola.rs,035244969,035244969,"Основна школа",26,"43.97568442583072,21.26649498939514"
738,"Јоца Милосављевић",Багрдан,35204,Багрдан,Јагодина,Поморавски,Јагодина,http://osjocamilosavljevic.nasaskola.rs/,0358275108,0358275108,"Основна школа",9,"44.07038211722099,21.167993545532227"
754,"Вук Караџић",Поточац,35207,Поточац,Параћин,Поморавски,Јагодина,http://www.osvk.edu.rs,0358522711,0358522804,"Основна школа",24,"43.815733116968076,21.325063705444336"
1069,"Стеван Синђелић","Војска ББ, Војска 35208",35208,Војска,Свилајнац,Поморавски,Јагодина,http://osstevansindjelicvojska.nasaskola.rs/,0358339140,0358339140,"Основна школа",7,"44.089898, 21.212465"
758,"Јован Јовановић Змај","Алеја Зорана Ђинђића бр.6",35210,Свилајнац,Свилајнац,Поморавски,Јагодина,http://oszmajsv.edu.rs,035312321,035312324,"Основна школа",48,"44.23092320563503,21.192981004387548"
1070,"Бранко Радичевић",Седларе,35211,Седларе,Свилајнац,Поморавски,Јагодина,http://www.skolasedlare.org,0358818035,0358818113,"Основна школа",10,"44.19894359225986,21.294593811035156"
735,"Ђура Јакшић",бб,35212,Плажане,Деспотовац,Поморавски,Јагодина,http://osdjurajaksicplazane.nasaskola.rs,0358631022,0358631022,"Основна школа",6,"44.14555711401226,21.41084611415863"
734,"Деспот Стефан Високи","Рудничка бр.10",35213,Деспотовац,Деспотовац,Поморавски,Јагодина,http://osdespotstefanvisoki.nasaskola.rs/,035611119,035611175,"Основна школа",24,"44.09698593895838,21.43582820892334"
737,"Стеван Немања",Стењевац,35215,Стењевац,Деспотовац,Поморавски,Јагодина,http://osstefannemanjastenjevac.nasaskola.rs/,0358633009,0358633009,"Основна школа",10,"44.085365578843216,21.52994155883789"
747,"Љубиша Урошевић","Цара Душана 146",35220,Рибаре,Јагодина,Поморавски,Јагодина,http://osljubisaurosevicribare.nasaskola.rs/,035274040,035274952,"Основна школа",16,"44.01169894191489,21.28848910331726"
740,"Вук Караџић","Глоговац бб",35222,Глоговац,Јагодина,Поморавски,Јагодина,http://osvukkaradzicglogovac.nasaskola.rs/,0358276011,0358276011,"Основна школа",7,"44.04503108358434,21.319591999053955"
733,"Стеван Синђелић","Главна улица",35223,"Велики Поповић",Деспотовац,Поморавски,Јагодина,http://www.osstevansindjelic.nasaskola.rs,035621308,035621308,"Основна школа",12,"44.11964215500997,21.357089281082153"
1071,"Вожд Карађорђе","35 226 Кушиљево",35226,Кушиљево,Свилајнац,Поморавски,Јагодина,http://www.osvozdkaradjordjekusiljevo.edu.rs,0358331014,0358331014,"Основна школа",8,"44.289206308205856,21.180953979492188"
759,"Ђура Јакшић","Карађорђева бр..46",35230,Ћуприја,Ћуприја,Поморавски,Јагодина,http://djurajaksiccuprija.edu.rs,0358470555,0358477500,"Основна школа",24,"43.93275648648828,21.370779275894165"
760,"13. октобар","Алексе Шантића бб",35230,Ћуприја,Ћуприја,Поморавски,Јагодина,http://nemamo.com,0358472477,0358476529,"Основна школа",26,"43.936566, 21.383350"
761,"Вук Караџић","Кнеза Милоша 96",35230,Ћуприја,Ћуприја,Поморавски,Јагодина,http://vukcuprija.edu.rs,0358470809,0358472460,"Основна школа",31,"43.92333337048705,21.373188570141792"
736,"Вук Караџић","6. август број 21",35237,Ресавица,Деспотовац,Поморавски,Јагодина,http://osvukkaradzicresavica.nasaskola.rs,035627270,035627535,"Основна школа",8,"44.040218713142146,21.575775146484375"
749,"Радоје Домановић","Књаза Милоша 2",35250,Параћин,Параћин,Поморавски,Јагодина,http://www.radoje.net/,035563054,035563054,"Основна школа",2,"43.85485412083228,21.412407159805298"
750,"Момчило Поповић Озрен","Глождачки венац 23а",35250,Параћин,Параћин,Поморавски,Јагодина,http://mpo.edu.rs,035562376,035564977,"Основна школа",33,"43.85631630786513,21.417433619499207"
751,"Стеван Јаковљевић","Војводе Бојовића 13",35250,Параћин,Параћин,Поморавски,Јагодина,http://www.stevance.edu.rs,035561753,035561063,"Основна школа",32,"43.86014496115658,21.416517056463817"
752,"Ђура Јакшић","Раваничка 3",35250,Параћин,Параћин,Поморавски,Јагодина,http://www.djurajaksic-paracin.edu.rs,035563294,035563294,"Основна школа",24,"43.86531493149288,21.405814290046692"
753,"Бранко Радичевић","село Поповац",35254,Поповац,Параћин,Поморавски,Јагодина,http://osbrankoradicevic-popovac.edu.rs/,035541040,035541040,"Основна школа",7,"43.911435472319255,21.509814262390137"
748,"Бранко Крсмановић","Бранка Крсмановића, бб",35255,"Доња Мутница",Параћин,Поморавски,Јагодина,http://www.mutnica.net,035540607,035540607,"Основна школа",6,"43.850974122725674,21.563791036605835"
755,"Бранко Крсмановић",бб,35256,Сикирица,Параћин,Поморавски,Јагодина,http://osbrankokrsmanovic.edu.rs,0358548514,0358548629,"Основна школа",7,"43.78077098071367,21.416747644543648"
757,"Светозар Марковић","Светозара Марковића 4",35260,Рековац,Рековац,Поморавски,Јагодина,http://www.os-svetozarmarkovic-rekovac.edu.rs/,0358411059,0358411059,"Основна школа",12,"43.86980593519278,21.06834626145428"
756,"Душан Поповић",Белушић,35263,Белушић,Рековац,Поморавски,Јагодина,https://www.skolabelusic.edu.rs,035413126,035413126,"Основна школа",8,"43.78440235718105,21.141750812530518"
746,"Радислав Никчевић","Мајур бб",35270,Мајур,Јагодина,Поморавски,Јагодина,http://radislavnikcevicmajur.nasaskola.rs/,035261378,035261378,"Основна школа",8,"43.9447853061804,21.296932697296143"
739,"Бранко Радичевић",бб,35273,Бунар,Јагодина,Поморавски,Јагодина,http://www.osbrankoradicevic-bunar.edu.rs,0358271215,0358271215,"Основна школа",6,"43.9254893442228,21.143749058246613"
1005,"ИВ краљевачки батаљон","Олге Јовичић бр1",36000,Краљево,Краљево,"Рашки 1",Краљево,http://bataljon.rs,036314330,036314330,"Основна школа",40,"43.725533430496625,20.6839057803154"
990,"Браћа Вилотијевић","Јована Дерока бр.2.",36000,Краљево,Краљево,"Рашки 1",Краљево,http://www.osbracavilotijevic.edu.rs,036359630,036359631,"Основна школа",19,"43.730119327134595,20.675915479660034"
1007,"Чибуковачки партизани","Карађорђева 178",36000,Краљево,Краљево,"Рашки 1",Краљево,http://www.oscibukovackipartizani.edu.rs,036359660,036359660,"Основна школа",27,"43.72650258415056,20.662955045700073"
994,"Димитрије Туцовић","Доситејева 5",36000,Краљево,Краљево,"Рашки 1",Краљево,https://osdimitrijetucovic.wordpress.com/,036333669,036312796,"Основна школа",34,"43.725687, 20.697075"
998,"Јово Курсула","Доситејева 136",36000,Краљево,Краљево,"Рашки 1",Краљево,http://jovokursula.edu.rs,036381131,036381131,"Основна школа",24,"43.725223,20.703513"
1003,"Светозар Марковић","Цара Душана 2",36000,Краљево,Краљево,"Рашки 1",Краљево,https://ossvetozarmarkovic.wordpress.com/,036314296,036314302,"Основна школа",34,"43.726581, 20.684456"
991,"Вук Караџић","Излетничка 10",36103,Краљево,Краљево,"Рашки 1",Краљево,http://osvukkaradzickv.edu.rs,036379700,036379701,"Основна школа",22,"43.709392,20.690727"
992,"Свети Сава","Змај Јовина 1",36103,Краљево,Краљево,"Рашки 1",Краљево,http://www.skolasvetisava.edu.rs,036379400,036379400,"Основна школа",27,"43.715483, 20.688385"
1001,"Петар Николић","Самаила бб.",36202,Самаила,Краљево,"Рашки 1",Краљево,https://skolasamaila.edu.rs/,0365882002,0365882002,"Основна школа",11,"43.76086638521149,20.551841855049133"
1010,"Драган Маринковић",Aдрани,36203,Адрани,Краљево,"Рашки 1",Краљево,http://www.osadrani.edu.rs,036841223,036841223,"Основна школа",8,"43.76018449420188,20.65052032470703"
995,"Драган Ђоковић Уча",Лађевци,36204,Лађевци,Краљево,"Рашки 1",Краљево,http://www.osladjevci.edu.rs,036851448,036852020,"Основна школа",8,"43.82831287193743,20.625967383384705"
1002,"Јован Дучић","Село Роћевићи 146а",36205,Роћевићи,Краљево,"Рашки 1",Краљево,http://osjdrocevici.weebly.com,036825296,036825295,"Основна школа",6,"43.7104475018891,20.515422821044922"
993,"Милунка Савић",Витановац,36206,Витановац,Краљево,"Рашки 1",Краљево,http://osmilunkasavic.com,036871399,0365871587,"Основна школа",12,"43.728038,20.801029"
1008,"Бранко Радичевић",Витковац,36207,Витковац,Краљево,"Рашки 1",Краљево,http://www.brankoradicevic.edu.rs,0365873889,036873566,"Основна школа",7,"43.790011, 20.789042"
1009,"Јован Цвијић",Сирча,36208,Сирча,Краљево,"Рашки 1",Краљево,http://osjovancvijicsirca.edu.rs,0365446264,0365446220,"Основна школа",14,"43.751750, 20.704336"
988,"Попински борци","Хероја Маричића 12",36210,"Врњачка Бања","Врњачка Бања","Рашки 1",Краљево,http://ospopinskiborci.edu.rs,036611441,036611440,"Основна школа",27,"43.62618653594923,20.892462775113927"
1006,"Доситеј Обрадовић",Врба,36214,Врба,Краљево,"Рашки 1",Краљево,http://www.osdositejobradovicvrba.weebly.com,036865336,036865336,"Основна школа",10,"43.67730794174066,20.78166961669922"
986,"Бранко Радичевић","Вранеши бб, 36215 Подунавци",36215,Вранеши,"Врњачка Бања","Рашки 1",Краљево,http://osbrankoradicevic.net,0365466105,0365466263,"Основна школа",8,"43.66513976352421,20.80089569091797"
987,"Бане Миленковић","Ново Село",36216,"Ново Село","Врњачка Бања","Рашки 1",Краљево,http://osbanemilenkovic.edu.rs,036631825,036631825,"Основна школа",16,"43.6471313008958,20.882370471954346"
989,Младост,"Железничка 26",36217,Врњци,"Врњачка Бања","Рашки 1",Краљево,http://osmladostvrnjci.edu.rs,036631885,036631468,"Основна школа",12,"43.641306115201964,20.91811090707779"
1000,"Олга Милутиновић",Годачица,36220,Годачица,Краљево,"Рашки 1",Краљево,http://osolgamilutinovic.weebly.com,0365877110,0365877110,"Основна школа",8,"43.78200115174584,20.87024688720703"
997,"Живан Маричић","Жички пут бб",36221,Жича,Краљево,"Рашки 1",Краљево,http://www.oszivanmaricic.edu.rs,0365817317,0365817317,"Основна школа",18,"43.698575470857676,20.652150437235832"
1018,"Ђура Јакшић","Трнава ББ",36300,"Трнава, Нови Пазар","Нови Пазар","Рашки 2",Краљево,,020385728,020385728,"Основна школа",16,"43.106748182603205,20.558509826660156"
1019,"Растко Немањић Сава"," бб",36300,Дојевиће,"Нови Пазар","Рашки 2",Краљево,http://osdojevicenp.rs,020360090,020360090,"Основна школа",24,"43.141136385447965,20.458018183687727"
1020,"Рифат Бурџовић-Тршо","Ослобођења 103",36300,"Нови Пазар","Нови Пазар","Рашки 2",Краљево,http://www.osrifatburdzovictrso.rs,020313260,020313260,"Основна школа",41,"43.179366781848934,20.42358390055597"
1021,"Стефан Немања","Кеј 37.Санџачке дивизије бб",36300,"Нови Пазар","Нови Пазар","Рашки 2",Краљево,https://www.facebook.com/osstefannemanjanp,020313745,0,"Основна школа",49,1
1305,Селаковац,"Дубровачка 408",36300,"Нови Пазар","Нови Пазар","Рашки 2",Краљево,http://www.selakovac.com,0205311005,0205313218,"Основна школа",33,"43.13306116240612,20.54443359375"
1013,Братство,"Ул. Гојка Бачанина бр. 50",36300,"Нови Пазар","Нови Пазар","Рашки 2",Краљево,http://bratstvo.rs,020315112,020317020,"Основна школа",53,"43.146531, 20.519556"
1850,"ОШ Мур","Мур бб",36300,"Нови Пазар","Нови Пазар","Рашки 2",Краљево,,020383130,020383130,"Основна школа",24,"43.112590,20.491347"
1014,"Вук Караџић","Генерала Живковића бб",36300,"Нови Пазар","Нови Пазар","Рашки 2",Краљево,,020385709,020385710,"Основна школа",63,"43.12905229628564,20.5169677734375"
1851,"Ћамил Сијарић","Руђера Бошковића",36300,"Нови Пазар","Нови Пазар","Рашки 2",Краљево,,020384873,020384873,"Основна школа",28,"43.12668756845508,20.526301860809326"
1015,"Десанка Максимовић","Цетињска 10",36300,"Нови Пазар","Нови Пазар","Рашки 2",Краљево,http://www.osdm.info,020316360,020316360,"Основна школа",46,"43.13725374808375,20.508540272712708"
1852,"Меша Селимовић","Стевана Немање бб",36300,"Нови Пазар","Нови Пазар","Рашки 2",Краљево,,0205403165,0205403155,"Основна школа",24,"43.15956434992067,20.527079701423645"
